@relation BOOKKEEPER-Training-1

@attribute LOC numeric
@attribute NumParameters numeric
@attribute NumAuthors numeric
@attribute NumRevisions numeric
@attribute TotalStmtAdded numeric
@attribute TotalStmtDeleted numeric
@attribute NumBranches numeric
@attribute NestingDepth numeric
@attribute NumLocalVariables numeric
@attribute MaxChurn numeric
@attribute AvgChurn numeric
@attribute HasFixHistory numeric
@attribute IsBuggy {no,yes}

@data
1,0,1,1,1,0,0,0,0,0,1,1,no
32,0,3,4,35,3,4,1,0,0,31,9.5,yes
18,1,1,1,5,0,2,1,0,0,5,5,no
13,1,2,3,14,1,3,2,0,0,14,5,yes
22,7,1,1,22,0,2,2,0,0,22,22,yes
22,5,1,1,22,0,2,2,0,0,22,22,no
2,0,2,2,2,0,1,1,0,0,2,1,yes
8,1,1,1,8,0,1,1,0,0,8,8,no
4,0,2,2,9,0,1,1,0,0,9,4.5,no
12,1,1,1,12,0,2,2,0,0,12,12,no
4,0,1,1,4,0,2,1,0,0,4,4,no
4,0,1,1,4,0,0,0,0,0,4,4,yes
4,2,2,2,4,0,0,0,0,0,4,2,yes
7,2,3,3,7,0,2,1,0,0,7,2.333333,yes
28,2,2,2,28,0,5,2,0,0,27,14,yes
22,3,2,3,22,0,6,1,0,0,13,7.333333,no
24,4,2,2,24,0,6,3,0,0,22,12,yes
4,1,1,1,4,0,1,1,0,0,4,4,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
0,0,1,1,2,0,0,0,0,0,2,2,no
0,0,1,1,2,0,0,0,0,0,2,2,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
2,1,1,1,2,0,0,0,0,0,2,2,no
1,0,1,1,1,0,1,1,0,0,1,1,no
3,0,1,1,3,0,1,1,0,0,3,3,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
9,0,1,1,9,0,1,1,0,0,9,9,no
2,1,1,1,2,0,0,0,0,0,2,2,no
7,1,1,1,7,0,2,1,0,0,7,7,yes
2,0,1,1,2,0,0,0,0,0,2,2,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
0,0,1,1,0,0,0,0,0,0,0,0,no
18,0,1,1,18,0,4,3,0,0,18,18,no
7,0,1,1,7,0,2,1,0,0,7,7,no
10,1,1,1,10,0,2,1,0,0,10,10,no
10,3,1,1,10,0,2,1,0,0,10,10,no
1,0,1,1,1,0,0,0,0,0,1,1,no
11,0,1,1,11,0,3,3,0,0,11,11,no
6,1,1,1,6,0,2,2,0,0,6,6,no
10,1,1,1,10,0,3,3,0,0,10,10,no
4,3,1,1,4,0,1,1,0,0,4,4,no
3,1,1,1,3,0,0,0,0,0,3,3,no
19,1,2,2,19,0,4,2,0,0,19,9.5,no
13,1,2,3,13,0,1,2,0,0,12,4.333333,no
11,0,2,2,11,0,3,2,0,0,11,5.5,yes
15,1,1,1,15,0,1,1,0,0,15,15,no
17,1,2,2,17,0,4,3,0,0,9,8.5,no
1,0,1,1,1,0,0,0,0,0,1,1,no
0,1,1,1,0,0,0,0,0,0,0,0,yes
29,2,1,1,29,0,6,4,0,0,29,29,yes
1,0,1,1,1,0,0,0,0,0,1,1,no
9,1,1,1,9,0,2,1,0,0,9,9,no
4,2,1,1,4,0,1,1,0,0,4,4,no
3,0,1,1,3,0,1,1,0,0,3,3,no
3,1,1,1,3,0,1,1,0,0,3,3,no
1,1,1,1,1,0,0,0,0,0,1,1,no
1,2,1,1,1,0,0,0,0,0,1,1,no
2,0,1,1,2,0,1,1,0,0,2,2,no
4,0,2,2,4,0,1,2,0,0,4,2,no
0,0,1,1,0,0,0,0,0,0,0,0,no
10,1,1,1,10,0,2,2,0,0,10,10,no
1,2,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
15,7,1,1,15,0,2,1,0,0,15,15,no
11,4,1,1,4,0,2,1,0,0,4,4,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
0,0,1,1,0,0,0,0,0,0,0,0,no
0,0,1,1,0,0,0,0,0,0,0,0,no
0,0,1,1,0,0,0,0,0,0,0,0,no
0,5,1,1,0,0,0,0,0,0,0,0,no
0,2,1,1,0,0,0,0,0,0,0,0,no
0,4,1,1,0,0,0,0,0,0,0,0,no
0,3,1,1,0,0,0,0,0,0,0,0,no
0,5,1,1,0,0,0,0,0,0,0,0,no
0,2,1,1,0,0,0,0,0,0,0,0,no
0,4,1,1,0,0,0,0,0,0,0,0,no
0,3,1,1,0,0,0,0,0,0,0,0,no
0,2,1,1,0,0,0,0,0,0,0,0,no
0,1,1,1,0,0,0,0,0,0,0,0,no
0,3,1,1,0,0,0,0,0,0,0,0,no
0,2,1,1,0,0,0,0,0,0,0,0,no
0,2,1,1,0,0,0,0,0,0,0,0,no
0,4,1,1,0,0,0,0,0,0,0,0,no
14,1,2,2,14,0,2,1,0,0,14,7,no
1,5,1,1,1,0,0,0,0,0,1,1,no
6,1,1,1,6,0,1,1,0,0,6,6,no
29,0,1,1,29,0,6,3,0,0,29,29,yes
5,1,1,1,5,0,0,0,0,0,5,5,no
26,0,2,2,26,0,5,2,0,0,26,13,no
11,5,1,1,11,0,3,1,0,0,11,11,no
6,1,1,1,6,0,3,2,0,0,6,6,no
10,5,1,1,10,0,3,2,0,0,10,10,yes
1,2,1,1,1,0,0,0,0,0,1,1,yes
7,1,1,1,7,0,1,1,0,0,7,7,no
7,1,1,1,7,0,2,2,0,0,7,7,no
2,1,1,1,1,0,0,0,0,0,1,1,no
7,0,1,1,7,0,3,3,0,0,7,7,no
8,1,1,1,8,0,4,2,0,0,8,8,yes
3,1,1,1,3,0,0,0,0,0,3,3,yes
1,2,1,1,1,0,0,0,0,0,1,1,no
1,2,1,1,1,0,0,0,0,0,1,1,no
1,3,1,1,1,0,0,0,0,0,1,1,no
26,0,1,1,26,0,3,3,0,0,26,26,no
11,1,1,1,11,0,2,3,0,0,11,11,no
3,0,1,1,3,0,1,1,0,0,3,3,no
4,0,1,1,4,0,1,1,0,0,4,4,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
2,0,1,1,2,0,1,1,0,0,2,2,no
8,0,1,1,8,0,3,1,0,0,8,8,no
6,0,1,1,6,0,3,1,0,0,6,6,no
30,0,1,1,30,0,13,2,0,0,30,30,no
6,1,1,1,6,0,2,1,0,0,6,6,no
1,0,1,1,1,0,0,0,0,0,1,1,no
6,0,1,1,6,0,2,1,0,0,6,6,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
2,0,2,2,2,0,0,0,0,0,2,1,yes
4,2,2,2,4,0,0,0,0,0,4,2,yes
4,2,1,1,4,0,0,0,0,0,4,4,no
6,2,1,1,6,0,1,1,0,0,6,6,no
7,2,1,1,7,0,1,1,0,0,7,7,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
16,3,2,2,16,0,5,1,0,0,16,8,no
4,0,1,1,4,0,1,1,0,0,4,4,no
8,2,1,1,8,0,3,3,0,0,8,8,no
2,2,1,1,2,0,0,0,0,0,2,2,no
3,0,1,1,3,0,1,1,0,0,3,3,no
1,0,1,1,1,0,0,0,0,0,1,1,no
28,3,2,3,28,0,7,1,0,0,28,9.333333,yes
12,1,2,2,12,0,4,2,0,0,12,6,no
9,1,2,2,9,0,3,2,0,0,9,4.5,no
16,1,1,1,16,0,6,2,0,0,16,16,yes
10,1,2,2,10,0,4,2,0,0,9,5,no
1,0,1,1,1,0,0,0,0,0,1,1,no
20,3,2,2,20,0,6,1,0,0,20,10,no
9,0,1,1,9,0,1,1,0,0,9,9,no
26,1,2,2,26,0,8,3,0,0,26,13,yes
1,1,1,1,1,0,0,0,0,0,1,1,no
1,2,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
12,0,1,1,12,0,5,2,0,0,12,12,yes
4,4,1,1,4,0,1,1,0,0,4,4,no
16,0,1,1,16,0,3,1,0,0,16,16,yes
8,2,1,1,8,0,1,1,0,0,8,8,no
12,2,1,1,12,0,3,1,0,0,12,12,yes
1,1,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,yes
1,1,1,1,1,0,0,0,0,0,1,1,no
8,1,1,1,8,0,4,3,0,0,8,8,yes
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
23,2,1,1,23,0,7,4,0,0,23,23,no
15,4,1,2,15,0,4,2,0,0,11,7.5,no
19,2,2,2,19,0,2,1,0,0,19,9.5,yes
10,1,2,2,10,0,3,2,0,0,10,5,yes
1,1,1,1,1,0,0,0,0,0,1,1,no
27,4,1,1,27,0,9,6,0,0,27,27,no
11,6,1,1,11,0,3,2,0,0,11,11,no
1,3,1,1,1,0,0,0,0,0,1,1,no
7,4,1,1,7,0,2,2,0,0,7,7,no
1,5,1,1,1,0,0,0,0,0,1,1,no
4,6,1,1,4,0,1,1,0,0,4,4,no
1,2,1,1,1,0,0,0,0,0,1,1,no
8,3,1,1,8,0,2,2,0,0,8,8,no
1,4,1,1,1,0,0,0,0,0,1,1,no
11,5,1,1,11,0,1,1,0,0,11,11,no
1,2,1,1,1,0,0,0,0,0,1,1,yes
1,2,1,1,1,0,0,0,0,0,1,1,yes
4,2,1,1,4,0,1,1,0,0,4,4,no
7,3,1,1,7,0,2,1,0,0,7,7,yes
26,2,2,2,26,0,3,1,0,0,26,13,yes
19,3,2,2,19,0,2,1,0,0,19,9.5,no
2,1,1,1,5,0,1,1,0,0,5,5,no
1,2,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
15,3,2,2,15,0,3,1,0,0,15,7.5,no
15,2,2,2,15,0,3,1,0,0,15,7.5,yes
10,2,1,1,10,0,3,2,0,0,10,10,no
20,4,2,2,20,0,3,2,0,0,20,10,no
1,1,1,1,1,0,0,0,0,0,1,1,no
1,2,1,1,1,0,0,0,0,0,1,1,yes
1,1,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
27,2,2,2,27,0,10,1,0,0,27,13.5,yes
34,3,2,2,34,0,12,3,0,0,34,17,yes
27,2,2,2,27,0,8,3,0,0,27,13.5,yes
4,2,1,1,4,0,2,2,0,0,4,4,no
2,2,2,2,2,0,0,0,0,0,2,1,no
20,1,2,2,20,0,7,3,0,0,20,10,yes
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
0,0,1,1,0,0,0,0,0,0,0,0,no
3,0,1,1,3,0,0,0,0,0,3,3,no
9,0,1,1,9,0,0,0,0,0,9,9,no
1,0,1,1,1,0,0,0,0,0,1,1,no
0,2,1,1,0,0,0,0,0,0,0,0,no
0,2,1,1,0,0,0,0,0,0,0,0,no
1,0,1,1,1,0,0,0,0,0,1,1,no
2,1,1,1,2,0,0,0,0,0,2,2,no
0,2,1,1,0,0,0,0,0,0,0,0,no
0,2,1,1,0,0,0,0,0,0,0,0,no
25,7,1,1,25,0,5,3,0,0,25,25,no
5,0,1,1,5,0,2,2,0,0,5,5,no
4,2,1,1,1,0,1,1,0,0,1,1,no
3,2,1,1,1,0,1,1,0,0,1,1,no
1,3,2,2,1,0,0,0,0,0,1,0.5,no
1,4,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
12,4,1,1,12,0,2,1,0,0,12,12,no
3,2,2,2,3,0,1,1,0,0,3,1.5,no
1,3,1,1,1,0,0,0,0,0,1,1,no
8,2,1,1,8,0,0,0,0,0,8,8,no
4,2,1,1,4,0,1,2,0,0,4,4,no
4,1,1,1,4,0,1,2,0,0,4,4,no
4,1,1,1,4,0,1,2,0,0,4,4,no
1,2,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
7,2,1,1,7,0,2,1,0,0,7,7,no
1,1,1,1,1,0,0,0,0,0,1,1,no
3,0,1,1,3,0,1,1,0,0,3,3,no
11,1,1,1,11,0,5,2,0,0,11,11,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
3,0,1,1,3,0,0,0,0,0,3,3,no
4,1,1,1,4,0,1,1,0,0,4,4,no
1,1,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,2,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
7,1,1,1,7,0,2,2,0,0,7,7,no
6,2,1,1,6,0,3,2,0,0,6,6,no
1,1,1,1,1,0,0,0,0,0,1,1,no
21,2,1,1,21,0,8,8,0,0,21,21,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
4,0,1,1,4,0,1,1,0,0,4,4,no
0,1,1,1,0,0,0,0,0,0,0,0,no
1,0,1,1,1,0,0,0,0,0,1,1,no
5,1,1,1,9,0,2,1,0,0,9,9,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
3,1,1,1,3,0,1,1,0,0,3,3,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,0,0,0,0,0,0,0,0,no
6,0,1,1,1,0,3,2,0,0,1,1,no
8,1,1,1,4,0,3,1,0,0,4,4,no
13,0,1,1,9,0,4,1,0,0,9,9,no
1,1,1,1,1,0,0,0,0,0,1,1,no
1,2,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
1,2,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
1,2,1,1,1,0,0,0,0,0,1,1,no
5,1,1,1,5,0,1,1,0,0,5,5,no
5,2,1,1,5,0,1,1,0,0,5,5,no
1,1,1,1,1,0,0,0,0,0,1,1,no
1,2,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
3,0,1,1,3,0,0,0,0,0,3,3,no
1,0,1,1,1,0,0,0,0,0,1,1,no
4,0,1,1,4,0,1,1,0,0,4,4,no
1,0,1,1,1,0,0,0,0,0,1,1,no
3,0,1,1,3,0,1,1,0,0,3,3,no
3,0,1,1,3,0,1,1,0,0,3,3,no
5,0,1,1,7,0,1,1,0,0,7,7,no
5,1,1,1,5,0,1,1,0,0,5,5,no
10,1,1,1,10,0,4,1,0,0,10,10,no
25,2,1,1,17,0,8,3,0,0,17,17,no
5,1,1,1,5,0,1,1,0,0,5,5,no
3,0,1,1,3,0,0,0,0,0,3,3,no
5,1,1,1,5,0,1,1,0,0,5,5,no
3,0,1,1,3,0,0,0,0,0,3,3,no
5,1,1,1,5,0,1,1,0,0,5,5,no
3,1,1,1,3,0,0,0,0,0,3,3,no
6,1,1,1,6,0,1,1,0,0,6,6,no
3,0,1,1,3,0,0,0,0,0,3,3,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
8,1,1,1,8,0,3,1,0,0,8,8,no
5,1,1,1,5,0,1,1,0,0,5,5,no
3,0,1,1,3,0,0,0,0,0,3,3,no
3,1,1,1,3,0,0,0,0,0,3,3,no
3,0,1,1,3,0,0,0,0,0,3,3,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
10,1,1,1,10,0,4,2,0,0,10,10,no
3,1,1,1,3,0,0,0,0,0,3,3,no
3,0,1,1,3,0,0,0,0,0,3,3,no
4,2,1,1,4,0,1,1,0,0,4,4,no
2,2,1,1,2,0,0,0,0,0,2,2,no
6,1,1,1,6,0,2,1,0,0,6,6,no
4,1,1,1,4,0,1,1,0,0,4,4,no
4,1,1,1,4,0,1,1,0,0,4,4,no
2,0,1,1,2,0,0,0,0,0,2,2,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
30,1,1,1,30,0,14,2,0,0,30,30,no
5,1,1,1,5,0,1,1,0,0,5,5,no
3,0,1,1,3,0,0,0,0,0,3,3,no
5,1,1,1,5,0,1,1,0,0,5,5,no
3,0,1,1,3,0,0,0,0,0,3,3,no
4,2,1,1,4,0,1,1,0,0,4,4,no
6,1,1,1,6,0,2,1,0,0,6,6,no
4,1,1,1,4,0,1,1,0,0,4,4,no
2,0,1,1,2,0,0,0,0,0,2,2,no
3,1,1,1,3,0,0,0,0,0,3,3,no
3,0,1,1,3,0,0,0,0,0,3,3,no
3,1,1,1,3,0,0,0,0,0,3,3,no
3,0,1,1,3,0,0,0,0,0,3,3,no
5,1,1,1,5,0,1,1,0,0,5,5,no
3,0,1,1,3,0,0,0,0,0,3,3,no
5,1,1,1,5,0,1,1,0,0,5,5,no
3,1,1,1,3,0,0,0,0,0,3,3,no
6,1,1,1,6,0,1,1,0,0,6,6,no
3,0,1,1,3,0,0,0,0,0,3,3,no
5,1,1,1,5,0,1,1,0,0,5,5,no
3,1,1,1,3,0,0,0,0,0,3,3,no
6,1,1,1,6,0,1,1,0,0,6,6,no
3,0,1,1,3,0,0,0,0,0,3,3,no
5,1,1,1,5,0,1,1,0,0,5,5,no
3,1,1,1,3,0,0,0,0,0,3,3,no
6,1,1,1,6,0,1,1,0,0,6,6,no
3,0,1,1,3,0,0,0,0,0,3,3,no
5,1,1,1,5,0,1,1,0,0,5,5,no
3,1,1,1,3,0,0,0,0,0,3,3,no
6,1,1,1,6,0,1,1,0,0,6,6,no
3,0,1,1,3,0,0,0,0,0,3,3,no
5,1,1,1,5,0,1,1,0,0,5,5,no
3,1,1,1,3,0,0,0,0,0,3,3,no
6,1,1,1,6,0,1,1,0,0,6,6,no
3,0,1,1,3,0,0,0,0,0,3,3,no
5,1,1,1,5,0,1,1,0,0,5,5,no
3,1,1,1,3,0,0,0,0,0,3,3,no
6,1,1,1,6,0,1,1,0,0,6,6,no
3,0,1,1,3,0,0,0,0,0,3,3,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
6,1,1,1,6,0,2,1,0,0,6,6,no
5,1,1,1,5,0,1,1,0,0,5,5,no
3,1,1,1,3,0,0,0,0,0,3,3,no
6,1,1,1,6,0,1,1,0,0,6,6,no
3,0,1,1,3,0,0,0,0,0,3,3,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
10,1,1,1,10,0,4,1,0,0,10,10,no
5,1,1,1,5,0,1,1,0,0,5,5,no
3,0,1,1,3,0,0,0,0,0,3,3,no
5,1,1,1,5,0,1,1,0,0,5,5,no
3,0,1,1,3,0,0,0,0,0,3,3,no
3,1,1,1,3,0,0,0,0,0,3,3,no
3,0,1,1,3,0,0,0,0,0,3,3,no
1,1,1,1,1,0,0,0,0,0,1,1,no
8,1,1,1,8,0,3,1,0,0,8,8,no
1,1,1,1,1,0,0,0,0,0,1,1,no
6,1,1,1,6,0,2,1,0,0,6,6,no
1,1,1,1,1,0,0,0,0,0,1,1,no
6,1,1,1,6,0,2,1,0,0,6,6,no
1,1,1,1,1,0,0,0,0,0,1,1,no
6,1,1,1,6,0,2,1,0,0,6,6,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
18,1,1,1,18,0,8,1,0,0,18,18,no
5,1,1,1,5,0,1,1,0,0,5,5,no
3,0,1,1,3,0,0,0,0,0,3,3,no
5,1,1,1,5,0,1,1,0,0,5,5,no
3,0,1,1,3,0,0,0,0,0,3,3,no
5,1,1,1,5,0,1,1,0,0,5,5,no
3,1,1,1,3,0,0,0,0,0,3,3,no
6,1,1,1,6,0,1,1,0,0,6,6,no
3,0,1,1,3,0,0,0,0,0,3,3,no
1,1,1,1,1,0,0,0,0,0,1,1,no
6,1,1,1,6,0,2,1,0,0,6,6,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
8,1,1,1,8,0,3,1,0,0,8,8,no
3,1,1,1,3,0,0,0,0,0,3,3,no
3,0,1,1,3,0,0,0,0,0,3,3,no
5,1,1,1,5,0,1,1,0,0,5,5,no
3,1,1,1,3,0,0,0,0,0,3,3,no
6,1,1,1,6,0,1,1,0,0,6,6,no
3,0,1,1,3,0,0,0,0,0,3,3,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,0,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
8,1,1,1,8,0,3,2,0,0,8,8,no
4,2,1,1,4,0,1,1,0,0,4,4,no
2,2,1,1,2,0,0,0,0,0,2,2,no
6,1,1,1,6,0,2,1,0,0,6,6,no
4,1,1,1,4,0,1,1,0,0,4,4,no
4,1,1,1,4,0,1,1,0,0,4,4,no
2,0,1,1,2,0,0,0,0,0,2,2,no
30,1,1,1,30,0,0,0,0,0,30,30,yes
0,0,1,1,0,0,0,0,0,0,0,0,no
10,1,1,1,10,0,1,1,0,0,10,10,no
4,1,1,1,4,0,1,1,0,0,4,4,no
12,2,1,1,12,0,5,2,0,0,12,12,no
4,2,1,1,4,0,0,0,0,0,4,4,no
1,2,1,1,1,0,0,0,0,0,1,1,no
9,2,1,1,9,0,4,2,0,0,9,9,no
11,3,1,1,11,0,4,2,0,0,11,11,no
1,1,1,1,1,0,0,0,0,0,1,1,no
1,1,1,1,1,0,0,0,0,0,1,1,no
1,2,1,1,1,0,0,0,0,0,1,1,no
3,1,1,1,3,0,0,0,0,0,3,3,no
1,1,1,1,1,0,0,0,0,0,1,1,no
0,1,1,1,0,0,0,0,0,0,0,0,no
0,0,1,1,0,0,0,0,0,0,0,0,no
10,2,1,1,10,0,3,1,0,0,10,10,yes
7,2,1,1,7,0,1,1,0,0,7,7,yes
8,0,1,1,8,0,0,0,0,0,8,8,no
22,1,2,2,22,0,1,1,0,0,22,11,yes
1,5,1,1,1,0,0,0,0,0,1,1,no
3,0,1,1,3,0,0,0,0,0,3,3,no
2,1,1,1,2,0,0,0,0,0,2,2,no
14,1,1,1,14,0,1,1,0,0,14,14,yes
1,4,1,1,1,0,0,0,0,0,1,1,no
1,0,2,2,1,0,0,0,0,0,1,0.5,no
2,1,1,1,2,0,0,0,0,0,2,2,no
5,0,1,1,5,0,0,0,0,0,5,5,no
14,2,1,1,14,0,1,1,0,0,14,14,no
1,1,1,1,1,0,0,0,0,0,1,1,no
7,1,1,1,7,0,2,1,0,0,7,7,yes
3,0,1,1,3,0,0,0,0,0,3,3,no
2,1,1,1,2,0,0,0,0,0,2,2,no
2,0,1,1,2,0,0,0,0,0,2,2,no
1,0,1,1,1,0,0,0,0,0,1,1,no
